,Dates,MinTemp,MaxTemp
0,2010-01-01,13,19
1,2010-01-02,9,13
2,2010-01-03,12,20
3,2010-01-04,15,23
4,2010-01-05,20,25
5,2010-01-06,18,26
6,2010-01-07,20,24
7,2010-01-08,22,28
8,2010-01-09,16,22
9,2010-01-10,3,26
10,2010-01-11,21,24
11,2010-01-12,24,31
12,2010-01-13,20,42
13,2010-01-14,34,38
14,2010-01-15,27,34
15,2010-01-16,25,35
16,2010-01-17,32,43
17,2010-01-18,27,34
18,2010-01-19,24,37
19,2010-01-20,29,35
20,2010-01-21,32,38
21,2010-01-22,32,35
22,2010-01-23,37,47
23,2010-01-24,47,55
24,2010-01-25,28,35
25,2010-01-26,22,28
26,2010-01-27,16,24
27,2010-01-28,11,13
28,2010-01-29,10,22
29,2010-01-30,19,26
30,2010-01-31,32,32
31,2010-02-01,20,33
32,2010-02-02,30,37
33,2010-02-03,26,29
34,2010-02-04,28,35
35,2010-02-05,33,39
36,2010-02-06,27,31
37,2010-02-07,23,29
38,2010-02-08,23,29
39,2010-02-09,27,34
40,2010-02-10,26,28
41,2010-02-11,20,28
42,2010-02-12,17,33
43,2010-02-13,15,29
44,2010-02-14,15,32
45,2010-02-15,22,29
46,2010-02-16,27,31
47,2010-02-17,26,32
48,2010-02-18,29,36
49,2010-02-19,24,36
50,2010-02-20,32,38
51,2010-02-21,34,39
52,2010-02-22,33,36
53,2010-02-23,29,35
54,2010-02-24,24,29
55,2010-02-25,26,32
56,2010-02-26,21,34
57,2010-02-27,31,34
58,2010-02-28,32,32
59,2010-03-01,32,35
60,2010-03-02,31,35
61,2010-03-03,31,36
62,2010-03-04,30,37
63,2010-03-05,30,36
64,2010-03-06,29,49
65,2010-03-07,29,47
66,2010-03-08,33,50
67,2010-03-09,36,52
68,2010-03-10,45,57
69,2010-03-11,49,55
70,2010-03-12,42,50
71,2010-03-13,42,47
72,2010-03-14,39,40
73,2010-03-15,38,42
74,2010-03-16,37,52
75,2010-03-17,37,57
76,2010-03-18,39,58
77,2010-03-19,43,55
78,2010-03-20,32,34
79,2010-03-21,35,42
80,2010-03-22,38,46
81,2010-03-23,36,52
82,2010-03-24,41,47
83,2010-03-25,32,44
84,2010-03-26,29,37
85,2010-03-27,32,51
86,2010-03-28,40,46
87,2010-03-29,35,41
88,2010-03-30,34,56
89,2010-03-31,32,32
90,2010-04-01,50,70
91,2010-04-02,53,68
92,2010-04-03,47,51
93,2010-04-04,42,62
94,2010-04-05,46,61
95,2010-04-06,52,69
96,2010-04-07,43,49
97,2010-04-08,37,43
98,2010-04-09,36,47
99,2010-04-10,41,63
100,2010-04-11,44,53
101,2010-04-12,46,59
102,2010-04-13,46,56
103,2010-04-14,46,68
104,2010-04-15,52,72
105,2010-04-16,51,57
106,2010-04-17,42,49
107,2010-04-18,40,46
108,2010-04-19,38,52
109,2010-04-20,43,61
110,2010-04-21,45,55
111,2010-04-22,40,53
112,2010-04-23,45,54
113,2010-04-24,51,60
114,2010-04-25,47,55
115,2010-04-26,44,49
116,2010-04-27,39,44
117,2010-04-28,44,58
118,2010-04-29,44,62
119,2010-04-30,50,61
120,2010-05-01,56,66
121,2010-05-02,48,60
122,2010-05-03,49,60
123,2010-05-04,47,69
124,2010-05-05,50,65
125,2010-05-06,46,52
126,2010-05-07,44,66
127,2010-05-08,43,49
128,2010-05-09,41,51
129,2010-05-10,40,58
130,2010-05-11,46,54
131,2010-05-12,44,50
132,2010-05-13,54,72
133,2010-05-14,48,58
134,2010-05-15,49,56
135,2010-05-16,46,61
136,2010-05-17,48,54
137,2010-05-18,48,55
138,2010-05-19,51,61
139,2010-05-20,53,64
140,2010-05-21,55,64
141,2010-05-22,53,66
142,2010-05-23,57,76
143,2010-05-24,59,74
144,2010-05-25,60,75
145,2010-05-26,63,80
146,2010-05-27,59,67
147,2010-05-28,52,68
148,2010-05-29,59,75
149,2010-05-30,60,80
150,2010-05-31,32,32
151,2010-06-01,58,77
152,2010-06-02,69,73
153,2010-06-03,54,66
154,2010-06-04,56,79
155,2010-06-05,65,73
156,2010-06-06,56,62
157,2010-06-07,55,65
158,2010-06-08,59,68
159,2010-06-09,64,74
160,2010-06-10,60,72
161,2010-06-11,64,81
162,2010-06-12,70,73
163,2010-06-13,58,71
164,2010-06-14,63,70
165,2010-06-15,61,75
166,2010-06-16,62,71
167,2010-06-17,63,79
168,2010-06-18,66,84
169,2010-06-19,69,78
170,2010-06-20,65,74
171,2010-06-21,64,81
172,2010-06-22,68,84
173,2010-06-23,70,84
174,2010-06-24,66,73
175,2010-06-25,63,82
176,2010-06-26,68,83
177,2010-06-27,72,80
178,2010-06-28,68,76
179,2010-06-29,62,70
180,2010-06-30,32,32
181,2010-07-01,60,75
182,2010-07-02,60,80
183,2010-07-03,59,84
184,2010-07-04,66,86
185,2010-07-05,71,83
186,2010-07-06,75,82
187,2010-07-07,70,86
188,2010-07-08,73,81
189,2010-07-09,70,80
190,2010-07-10,67,85
191,2010-07-11,67,84
192,2010-07-12,68,80
193,2010-07-13,71,78
194,2010-07-14,70,87
195,2010-07-15,74,87
196,2010-07-16,67,87
197,2010-07-17,68,88
198,2010-07-18,71,87
199,2010-07-19,70,83
200,2010-07-20,69,81
201,2010-07-21,73,88
202,2010-07-22,70,85
203,2010-07-23,79,90
204,2010-07-24,74,87
205,2010-07-25,71,79
206,2010-07-26,66,85
207,2010-07-27,68,88
208,2010-07-28,73,88
209,2010-07-29,72,78
210,2010-07-30,65,81
211,2010-07-31,32,32
212,2010-08-01,70,83
213,2010-08-02,67,85
214,2010-08-03,70,85
215,2010-08-04,75,84
216,2010-08-05,70,84
217,2010-08-06,65,81
218,2010-08-07,64,85
219,2010-08-08,67,89
220,2010-08-09,71,85
221,2010-08-10,75,85
222,2010-08-11,75,88
223,2010-08-12,74,89
224,2010-08-13,71,90
225,2010-08-14,73,84
226,2010-08-15,72,84
227,2010-08-16,63,80
228,2010-08-17,67,82
229,2010-08-18,67,82
230,2010-08-19,66,87
231,2010-08-20,72,89
232,2010-08-21,69,80
233,2010-08-22,69,77
234,2010-08-23,69,77
235,2010-08-24,67,84
236,2010-08-25,64,76
237,2010-08-26,62,82
238,2010-08-27,59,83
239,2010-08-28,62,85
240,2010-08-29,70,86
241,2010-08-30,69,87
242,2010-08-31,32,32
243,2010-09-01,73,82
244,2010-09-02,71,81
245,2010-09-03,60,71
246,2010-09-04,53,67
247,2010-09-05,52,76
248,2010-09-06,65,82
249,2010-09-07,63,76
250,2010-09-08,54,70
251,2010-09-09,56,69
252,2010-09-10,54,75
253,2010-09-11,58,73
254,2010-09-12,58,78
255,2010-09-13,60,79
256,2010-09-14,59,72
257,2010-09-15,56,80
258,2010-09-16,61,70
259,2010-09-17,56,69
260,2010-09-18,60,70
261,2010-09-19,59,65
262,2010-09-20,60,77
263,2010-09-21,65,86
264,2010-09-22,64,71
265,2010-09-23,64,85
266,2010-09-24,63,66
267,2010-09-25,52,62
268,2010-09-26,53,58
269,2010-09-27,48,70
270,2010-09-28,53,69
271,2010-09-29,53,74
272,2010-09-30,54,67
273,2010-10-01,52,71
274,2010-10-02,53,54
275,2010-10-03,48,63
276,2010-10-04,44,58
277,2010-10-05,46,71
278,2010-10-06,45,74
279,2010-10-07,50,69
280,2010-10-08,53,76
281,2010-10-09,56,78
282,2010-10-10,57,80
283,2010-10-11,59,75
284,2010-10-12,56,70
285,2010-10-13,55,62
286,2010-10-14,47,69
287,2010-10-15,51,55
288,2010-10-16,47,70
289,2010-10-17,52,60
290,2010-10-18,49,58
291,2010-10-19,46,62
292,2010-10-20,46,68
293,2010-10-21,46,54
294,2010-10-22,44,64
295,2010-10-23,56,65
296,2010-10-24,55,71
297,2010-10-25,55,71
298,2010-10-26,56,69
299,2010-10-27,51,61
300,2010-10-28,38,45
301,2010-10-29,33,54
302,2010-10-30,40,61
303,2010-10-31,44,48
304,2010-11-01,43,52
305,2010-11-02,41,50
306,2010-11-03,39,55
307,2010-11-04,40,50
308,2010-11-05,37,41
309,2010-11-06,34,45
310,2010-11-07,36,59
311,2010-11-08,43,64
312,2010-11-09,45,65
313,2010-11-10,47,66
314,2010-11-11,50,69
315,2010-11-12,52,59
316,2010-11-13,52,62
317,2010-11-14,37,48
318,2010-11-15,37,54
319,2010-11-16,40,49
320,2010-11-17,40,48
321,2010-11-18,37,43
322,2010-11-19,33,49
323,2010-11-20,39,45
324,2010-11-21,42,59
325,2010-11-22,57,67
326,2010-11-23,29,34
327,2010-11-24,34,36
328,2010-11-25,36,39
329,2010-11-26,23,34
330,2010-11-27,24,33
331,2010-11-28,30,39
332,2010-11-29,36,51
333,2010-11-30,32,32
334,2010-12-01,26,31
335,2010-12-02,24,31
336,2010-12-03,26,33
337,2010-12-04,31,35
338,2010-12-05,25,27
339,2010-12-06,17,25
340,2010-12-07,18,22
341,2010-12-08,15,25
342,2010-12-09,16,33
343,2010-12-10,30,37
344,2010-12-11,37,46
345,2010-12-12,24,33
346,2010-12-13,17,22
347,2010-12-14,15,23
348,2010-12-15,11,28
349,2010-12-16,23,30
350,2010-12-17,19,26
351,2010-12-18,19,25
352,2010-12-19,18,24
353,2010-12-20,18,31
354,2010-12-21,29,35
355,2010-12-22,23,28
356,2010-12-23,26,33
357,2010-12-24,27,36
358,2010-12-25,30,33
359,2010-12-26,28,32
360,2010-12-27,19,21
361,2010-12-28,16,34
362,2010-12-29,23,40
363,2010-12-30,37,45
364,2010-12-31,30,37
365,2011-01-01,23,29
366,2011-01-02,17,24
367,2011-01-03,22,28
368,2011-01-04,23,26
369,2011-01-05,17,29
370,2011-01-06,22,25
371,2011-01-07,18,21
372,2011-01-08,16,19
373,2011-01-09,14,27
374,2011-01-10,23,29
375,2011-01-11,25,26
376,2011-01-12,24,27
377,2011-01-13,15,23
378,2011-01-14,17,26
379,2011-01-15,23,25
380,2011-01-16,16,24
381,2011-01-17,18,32
382,2011-01-18,30,32
383,2011-01-19,22,25
384,2011-01-20,23,28
385,2011-01-21,3,10
386,2011-01-22,13,22
387,2011-01-23,7,20
388,2011-01-24,18,30
389,2011-01-25,23,28
390,2011-01-26,24,27
391,2011-01-27,20,27
392,2011-01-28,22,29
393,2011-01-29,28,32
394,2011-01-30,23,28
395,2011-01-31,24,28
396,2011-02-01,15,23
397,2011-02-02,14,14
398,2011-02-03,1,20
399,2011-02-04,6,32
400,2011-02-05,12,34
401,2011-02-06,24,31
402,2011-02-07,24,32
403,2011-02-08,8,16
404,2011-02-09,4,15
405,2011-02-10,-3,20
406,2011-02-11,14,28
407,2011-02-12,28,35
408,2011-02-13,35,46
409,2011-02-14,32,32
410,2011-02-15,28,39
411,2011-02-16,35,43
412,2011-02-17,44,56
413,2011-02-18,33,43
414,2011-02-19,27,32
415,2011-02-20,31,34
416,2011-02-21,31,31
417,2011-02-22,24,26
418,2011-02-23,25,31
419,2011-02-24,30,35
420,2011-02-25,30,31
421,2011-02-26,27,29
422,2011-02-27,30,36
423,2011-02-28,28,29
424,2011-03-01,28,42
425,2011-03-02,25,28
426,2011-03-03,29,37
427,2011-03-04,35,47
428,2011-03-05,33,35
429,2011-03-06,27,28
430,2011-03-07,29,36
431,2011-03-08,33,44
432,2011-03-09,37,40
433,2011-03-10,31,35
434,2011-03-11,30,49
435,2011-03-12,34,46
436,2011-03-13,28,37
437,2011-03-14,32,41
438,2011-03-15,33,36
439,2011-03-16,37,59
440,2011-03-17,44,64
441,2011-03-18,39,47
442,2011-03-19,33,42
